DEBUG 2024-10-05 08:39:15,862 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\settings.py first seen with mtime 1728060443.6677313
DEBUG 2024-10-05 08:39:15,863 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,864 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\unittest\result.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,864 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_collections.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,866 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1728060345.166893
DEBUG 2024-10-05 08:39:15,867 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\queues.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,868 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1728060345.1698866
DEBUG 2024-10-05 08:39:15,868 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\email\quoprimime.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,870 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1728060346.8806581
DEBUG 2024-10-05 08:39:15,871 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1728060345.1708827
DEBUG 2024-10-05 08:39:15,872 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\postgres\fields\utils.py first seen with mtime 1728060346.8865926
DEBUG 2024-10-05 08:39:15,874 autoreload File D:\project\myenv\Lib\site-packages\asgiref\local.py first seen with mtime 1728060344.6107311
DEBUG 2024-10-05 08:39:15,875 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1728060345.8522246
DEBUG 2024-10-05 08:39:15,876 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\encodings\__init__.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,877 autoreload File D:\project\myenv\Lib\site-packages\django\core\paginator.py first seen with mtime 1728060347.463041
DEBUG 2024-10-05 08:39:15,878 autoreload File D:\project\myenv\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1728060347.5513
DEBUG 2024-10-05 08:39:15,879 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\importlib\_abc.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,880 autoreload File D:\project\myenv\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1728060347.4685109
DEBUG 2024-10-05 08:39:15,881 autoreload File D:\project\myenv\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1728060347.68206
DEBUG 2024-10-05 08:39:15,882 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\authentication.py first seen with mtime 1728060443.6547668
